,manufacturer,model,year,selling_price,fuel,seller_type,mileage
3803,Hyundai,EON Era Plus,2017,300000,Petrol,Individual,21.1
3804,Mahindra,Scorpio 1.99 S6 Plus,2015,630000,Diesel,Individual,15.4
3805,Hyundai,i10 Era,2011,206000,Petrol,Individual,19.81
3806,Maruti,Wagon R LXI,2006,70000,Petrol,Individual,18.9
3807,Hyundai,Grand i10 1.2 Kappa Magna AT,2019,567000,Petrol,Individual,18.9
3808,Maruti,Wagon R LXI,2005,65000,Petrol,Individual,18.9
3809,Maruti,Swift Dzire VDI,2016,550000,Diesel,Individual,26.59
3810,Hyundai,i10 Magna,2010,140000,Petrol,Individual,20.36
3811,Renault,KWID RXT,2016,300000,Petrol,Individual,25.17
3812,Ford,EcoSport 1.5 Ti VCT MT Titanium BSIV,2013,500000,Petrol,Individual,15.85
3813,Hyundai,Grand i10 Sportz,2015,400000,Petrol,Individual,18.9
3815,Toyota,Innova 2.5 GX 8 STR,2012,850000,Diesel,Individual,12.8
3816,Maruti,Swift VDI BSIV,2014,570000,Diesel,Individual,25.2
3817,Maruti,Swift Dzire VDI,2017,699000,Diesel,Individual,28.4
3818,Honda,Brio Exclusive Edition,2013,355000,Petrol,Individual,19.4
3819,Maruti,Swift Dzire VDI Optional,2016,690000,Diesel,Individual,26.59
3820,Ford,Fiesta 1.4 Duratorq ZXI,2006,180000,Diesel,Individual,17.8
3821,Tata,Indica Vista TDI LX,2013,200000,Diesel,Individual,19.4
3822,Mahindra,Scorpio VLX 2WD AIRBAG AT BSIV,2012,575000,Diesel,Individual,12.05
3823,Toyota,Etios Liva GD,2014,415000,Diesel,Individual,23.59
3824,Hyundai,i10 Magna LPG,2012,350000,Other,Individual,19.2
3825,Hyundai,EON D Lite Plus,2017,350000,Petrol,Individual,21.1
3826,Toyota,Platinum Etios 1.4 GD,2017,632000,Diesel,Individual,23.59
3827,Maruti,Eeco CNG 5 Seater AC BSIV,2014,325000,Other,Individual,21.94
3828,Hyundai,Elantra SX,2013,511000,Petrol,Individual,16.3
3829,Honda,City 1.5 V MT,2010,300000,Petrol,Individual,17.0
3830,Maruti,Wagon R LXI,2005,70000,Petrol,Individual,18.9
3831,Hyundai,i10 Sportz 1.1L,2008,180000,Petrol,Individual,19.81
3832,Jaguar,XE 2016-2019 2.0L Diesel Prestige,2017,2711000,Diesel,Dealer,13.6
3833,Lexus,ES 300h,2019,5150000,Petrol,Dealer,22.37
3834,Jaguar,XF 2.0 Diesel Portfolio,2017,3200000,Diesel,Dealer,19.33
3835,Tata,Safari Storme EX,2015,503000,Diesel,Individual,14.1
3836,Volvo,XC40 D4 Inscription BSIV,2019,3800000,Diesel,Individual,18.0
3837,Toyota,Camry 2.5 Hybrid,2016,2000000,Petrol,Trustmark Dealer,19.16
3838,Maruti,Wagon R LXI,2013,225000,Petrol,Trustmark Dealer,21.79
3839,Maruti,Baleno Alpha 1.3,2018,740000,Diesel,Dealer,27.39
3840,Honda,Jazz VX,2016,550000,Petrol,Trustmark Dealer,18.2
3841,Toyota,Innova 2.5 VX (Diesel) 7 Seater,2013,750000,Diesel,Trustmark Dealer,12.99
3842,Maruti,Swift AMT VVT VXI,2019,650000,Petrol,Trustmark Dealer,22.0
3843,Toyota,Etios VX,2017,625000,Petrol,Trustmark Dealer,16.78
3844,Maruti,Swift AMT ZXI,2018,600000,Petrol,Dealer,22.0
3845,Hyundai,Grand i10 1.2 CRDi Sportz,2017,450000,Diesel,Dealer,24.0
3846,BMW,X4 M Sport X xDrive20d,2019,5400000,Diesel,Dealer,16.78
3847,BMW,X4 M Sport X xDrive20d,2019,5500000,Diesel,Dealer,16.78
3848,Honda,Amaze V CVT Petrol BSIV,2019,779000,Petrol,Trustmark Dealer,19.0
3849,Skoda,Rapid 1.6 MPI AT Elegance,2016,645000,Petrol,Dealer,14.3
3850,Volvo,V40 D3 R-Design,2018,2475000,Diesel,Dealer,16.8
3851,Hyundai,i20 1.2 Asta,2017,730000,Petrol,Individual,18.6
3852,Hyundai,Sonata 2.4 GDi MT,2012,550000,Petrol,Individual,13.44
3853,Maruti,Wagon R LXI CNG,2017,420000,Other,Individual,26.6
3854,Toyota,Etios GD,2016,509999,Diesel,Individual,23.59
3855,Toyota,Innova 2.5 G (Diesel) 7 Seater,2015,905000,Diesel,Individual,12.99
3857,Maruti,Alto LX,2011,140000,Petrol,Individual,19.7
3858,Toyota,Innova 2.5 G (Diesel) 7 Seater BS IV,2006,300000,Diesel,Individual,12.8
3859,Maruti,Ritz LXi,2015,300000,Petrol,Individual,18.5
3860,Maruti,Swift Dzire VDi,2010,225000,Diesel,Individual,19.3
3861,Toyota,Innova 2.5 G (Diesel) 8 Seater,2015,860000,Diesel,Individual,12.99
3862,Renault,Duster 85PS Diesel RxL Optional,2012,400000,Diesel,Individual,20.46
3863,Maruti,Swift Dzire LXi,2009,190000,Petrol,Individual,17.5
3864,Honda,Amaze VX i-DTEC,2013,350000,Diesel,Individual,25.8
3865,Chevrolet,Spark 1.0 LS,2010,75000,Petrol,Individual,18.0
3866,Maruti,Vitara Brezza VDi AMT,2019,860000,Diesel,Individual,24.3
3867,Maruti,Alto K10 VXI,2014,250000,Petrol,Individual,23.95
3868,Hyundai,Verna 1.4 CRDi,2017,700000,Diesel,Individual,24.8
3869,Maruti,Swift VDI BSIV,2014,399000,Diesel,Individual,25.2
3870,Maruti,Ritz LXi,2016,320000,Petrol,Individual,18.5
3871,Toyota,Fortuner 4x2 AT,2015,2000000,Diesel,Individual,12.55
3872,Skoda,Octavia Ambition 2.0 TDI MT,2014,1100000,Diesel,Individual,20.6
3873,Toyota,Innova 2.5 V Diesel 7-seater,2011,750000,Diesel,Individual,12.8
3874,Toyota,Innova 2.5 V Diesel 7-seater,2010,750000,Diesel,Individual,12.8
3875,Mahindra,Bolero 2011-2019 Plus Non AC BSIV PS,2018,530000,Diesel,Individual,15.96
3876,Maruti,Ciaz ZDi Plus SHVS,2017,750000,Diesel,Individual,28.09
3877,Nissan,Micra XV CVT,2017,560000,Petrol,Individual,19.34
3878,Tata,Tiago 1.05 Revotorq XZ WO Alloy,2017,450000,Diesel,Individual,27.28
3879,Maruti,Swift Dzire VXI,2013,459999,Petrol,Individual,19.1
3880,Maruti,Zen Estilo LXI BS IV,2013,235000,Petrol,Individual,19.0
3881,Hyundai,Santro Xing GLS,2009,180000,Petrol,Individual,17.92
3882,Hyundai,Santro Xing XS,2007,140000,Petrol,Individual,17.8
3883,Hyundai,i20 Asta 1.4 CRDi,2014,620000,Diesel,Individual,22.54
3884,Hyundai,EON Era,2012,190000,Petrol,Individual,21.1
3885,Hyundai,EON Sportz,2018,380000,Petrol,Individual,21.1
3886,Ford,EcoSport S Diesel BSIV,2019,1145000,Diesel,Individual,23.0
3887,Tata,Zest Quadrajet 1.3 75PS XE,2017,540000,Diesel,Individual,22.95
3888,Toyota,Innova 2.5 V Diesel 7-seater,2011,800000,Diesel,Individual,12.8
3889,Maruti,Wagon R LXI BSIII,2006,150000,Petrol,Individual,14.0
3890,Maruti,800 Std,1995,55000,Petrol,Individual,16.1
3891,Mahindra,XUV500 W10 2WD,2015,919999,Diesel,Individual,16.0
3893,Maruti,Alto LXi BSIII,2009,135000,Petrol,Individual,19.7
3894,Tata,Tiago 1.2 Revotron XZ,2017,340000,Petrol,Individual,23.84
3895,Toyota,Innova 2.5 G (Diesel) 7 Seater BS IV,2010,525000,Diesel,Individual,12.8
3896,Maruti,Celerio VXI,2016,411000,Petrol,Individual,23.1
3897,Maruti,Wagon R LXI Minor,2010,150000,Petrol,Individual,18.9
3898,Honda,Jazz 1.2 V AT i VTEC,2015,575000,Petrol,Individual,19.0
3899,Hyundai,i20 Asta Option 1.2,2017,595000,Petrol,Dealer,18.6
3900,Hyundai,Xcent 1.2 Kappa SX Option,2017,525000,Petrol,Dealer,19.1
3901,Maruti,Ritz VDi,2012,335000,Diesel,Dealer,21.1
3902,Ford,Figo Diesel EXI,2012,300000,Diesel,Individual,20.0
3903,Hyundai,i20 2015-2017 Sportz Option 1.4 CRDi,2012,415000,Diesel,Dealer,22.54
3904,Mahindra,XUV500 W8 2WD,2016,925000,Diesel,Individual,16.0
3905,Maruti,Ertiga BSIV ZXI Plus,2016,750000,Petrol,Individual,17.5
3906,Hyundai,Verna CRDi 1.6 AT SX Option,2018,1150000,Diesel,Individual,22.0
3907,Datsun,GO Plus T BSIV,2015,260000,Petrol,Individual,19.44
3908,Maruti,Alto 800 CNG LXI,2017,260000,Other,Individual,33.44
3909,Maruti,Swift Dzire Vdi BSIV,2011,347000,Diesel,Individual,19.3
3910,Hyundai,EON Magna Optional,2013,195000,Petrol,Individual,21.1
3911,Fiat,Punto Pure 1.2L FIRE,2016,265000,Petrol,Individual,15.7
3912,Maruti,Wagon R LXI CNG,2016,320000,Other,Individual,26.6
3913,Hyundai,i20 Magna 1.2,2016,590000,Petrol,Individual,18.6
3914,Toyota,Innova 2.5 GX 8 STR BSIV,2012,650000,Diesel,Individual,12.8
3915,Mahindra,Scorpio 2009-2014 EX 9S BSIII,2013,509999,Diesel,Individual,14.0
3916,Maruti,Swift Dzire ZDi,2011,350000,Diesel,Individual,19.3
3917,Tata,Nexon 1.5 Revotorq XM,2018,749000,Diesel,Individual,21.5
3918,Tata,Indigo CS LS (TDI) BS III,2010,150000,Diesel,Individual,19.09
3920,Maruti,Zen LX,2003,58000,Petrol,Individual,17.3
3921,Mahindra,Verito 1.5 D2 BSIV,2011,200000,Diesel,Individual,21.0
3923,Tata,Indica Vista Quadrajet LS,2014,240000,Diesel,Individual,22.3
3924,Honda,Amaze E i-DTEC,2017,515000,Diesel,Individual,25.8
3925,Maruti,Alto LXi,2008,145000,Petrol,Individual,19.7
3926,Maruti,Wagon R VXI Optional,2016,450000,Petrol,Individual,20.51
3927,Maruti,A-Star Lxi,2010,179000,Petrol,Individual,19.0
3928,Hyundai,Verna Xi (Petrol),2007,220000,Petrol,Individual,13.9
3929,Tata,Zest Revotron 1.2 XT,2020,500000,Petrol,Individual,17.57
3930,Ford,Fiesta Classic 1.4 SXI Duratorq,2009,190000,Diesel,Individual,17.8
3931,Chevrolet,Beat Diesel LT,2015,200000,Diesel,Individual,25.44
3932,Ford,EcoSport 1.5 Petrol Titanium Plus BSIV,2018,850000,Petrol,Individual,17.0
3933,Volkswagen,Polo Petrol Highline 1.2L,2011,270000,Petrol,Individual,16.47
3934,Hyundai,EON Magna Plus,2016,335000,Petrol,Individual,21.1
3935,Maruti,Wagon R VXI Optional,2018,459999,Petrol,Individual,20.51
3936,Maruti,Vitara Brezza LDi Option,2017,710000,Diesel,Individual,24.3
3937,Maruti,Swift Dzire LDI,2015,330000,Diesel,Individual,26.59
3938,Jeep,Compass 2.0 Limited,2017,1515000,Diesel,Individual,17.1
3939,Tata,Nexon 1.2 Revotron XZ Plus,2018,750000,Petrol,Individual,17.0
3940,Chevrolet,Spark 1.0 LT,2016,160000,Petrol,Individual,16.2
3941,Chevrolet,Beat Diesel LT Option,2016,215000,Diesel,Individual,25.44
3942,Tata,Nano Cx BSIII,2012,60000,Petrol,Individual,25.4
3943,Maruti,Swift Dzire VXI,2014,480000,Petrol,Individual,19.1
3944,Tata,Manza Aqua Quadrajet BS IV,2012,140000,Diesel,Individual,21.12
3945,Hyundai,EON D Lite,2012,200000,Petrol,Individual,21.1
3946,Nissan,Micra Diesel XL Optional,2013,400000,Diesel,Individual,23.08
3947,Hyundai,EON Era Plus,2012,180000,Petrol,Individual,21.1
3948,Maruti,Swift VXI Optional,2015,550000,Petrol,Individual,20.4
3949,Maruti,Swift VDI Optional,2016,550000,Diesel,Individual,25.2
3950,Maruti,Ertiga VDI,2012,550000,Diesel,Individual,20.77
3951,Maruti,Zen Estilo VXI BSIV,2011,270000,Petrol,Individual,19.0
3952,Renault,Pulse RxL,2013,315000,Diesel,Individual,23.08
3953,Mahindra,Thar CRDe,2018,875000,Diesel,Individual,16.55
3954,Toyota,Innova 2.5 G (Diesel) 8 Seater BS IV,2007,400000,Diesel,Individual,12.8
3955,Mahindra,Scorpio EX,2014,540000,Diesel,Individual,14.0
3956,Maruti,Wagon R LXI CNG,2017,350000,Other,Individual,26.6
3957,Hyundai,Verna 1.6 SX CRDi (O),2011,360000,Diesel,Individual,22.32
3958,Maruti,Wagon R VXI BS IV,2014,300000,Petrol,Individual,20.51
3959,Hyundai,Grand i10 CRDi Sportz,2014,350000,Diesel,Individual,24.0
3960,Mahindra,NuvoSport N8,2016,650000,Diesel,Individual,17.45
3961,Maruti,Wagon R LXI Optional,2016,350000,Petrol,Individual,20.51
3962,Ford,EcoSport 1.5 TDCi Trend Plus BSIV,2017,700000,Diesel,Individual,22.77
3963,Maruti,Swift Dzire VDI,2013,415000,Diesel,Individual,23.4
3964,Mahindra,Marazzo M8,2019,1460000,Diesel,Individual,17.3
3965,Tata,Nexon 1.5 Revotorq XZ Plus,2017,830000,Diesel,Individual,21.5
3966,Datsun,GO T Option BSIV,2018,430000,Petrol,Individual,20.63
3967,Ford,EcoSport 1.5 TDCi Platinum Edition BSIV,2017,850000,Diesel,Individual,22.77
3968,Maruti,Swift Dzire ZXI,2017,650000,Petrol,Individual,20.85
3969,Hyundai,Verna CRDi,2008,120000,Diesel,Individual,16.8
3970,Mahindra,TUV 300 T8,2016,730000,Diesel,Individual,18.49
3971,Maruti,Ignis 1.2 AMT Delta BSIV,2019,525000,Petrol,Individual,20.89
3972,Hyundai,i20 Active 1.4 SX,2015,600000,Diesel,Individual,21.19
3973,Maruti,Swift LXI,2019,500000,Petrol,Individual,21.21
3974,Hyundai,Santro Xing GLS,2009,150000,Petrol,Individual,17.92
3975,Maruti,Wagon R VXI BS IV,2015,409999,Petrol,Individual,20.51
3976,Mahindra,TUV 300 T8,2016,625000,Diesel,Individual,18.49
3977,Renault,KWID RXT,2015,290000,Petrol,Individual,25.17
3978,Honda,Mobilio V i VTEC,2015,500000,Petrol,Individual,17.3
3979,Hyundai,Verna 1.6 SX,2011,475000,Diesel,Individual,22.32
3980,Hyundai,EON Era Plus,2013,190000,Petrol,Individual,21.1
3981,Mahindra,XUV500 W6 2WD,2014,750000,Diesel,Individual,15.1
3982,Nissan,Terrano XV 110 PS,2014,525000,Diesel,Individual,19.01
3983,Chevrolet,Cruze LTZ,2012,495000,Diesel,Individual,17.3
3984,Hyundai,i20 Sportz 1.4 CRDi,2015,550000,Diesel,Individual,22.54
3985,Mahindra,XUV500 W8 4WD,2012,595000,Diesel,Individual,15.1
3986,Fiat,Grande Punto EVO 1.3 Dynamic,2015,550000,Diesel,Individual,21.2
3987,Toyota,Fortuner 2.5 4x2 MT TRD Sportivo,2015,2000000,Diesel,Individual,13.0
3988,Tata,Safari DICOR 2.2 EX 4x2,2010,400000,Diesel,Individual,13.93
3989,Fiat,Avventura Power Up 1.3 Emotion,2015,500000,Diesel,Individual,20.5
3990,Maruti,Wagon R LXI BSIII,2017,340000,Petrol,Dealer,18.9
3991,Mahindra,Scorpio SLE BS IV,2012,480000,Diesel,Dealer,12.05
3992,Ford,EcoSport 1.5 TDCi Titanium Plus BSIV,2013,480000,Diesel,Dealer,22.77
3993,Ford,EcoSport 1.5 Diesel Ambiente BSIV,2018,750000,Diesel,Individual,23.0
3994,Maruti,Wagon R LXI Minor,2008,100000,Petrol,Individual,18.9
3995,Hyundai,i20 Magna,2013,290000,Petrol,Individual,18.5
3996,Fiat,Avventura Power Up 1.3 Emotion,2015,425000,Diesel,Individual,20.5
3997,Honda,City V MT,2010,285000,Petrol,Individual,16.8
3998,Mahindra,TUV 300 mHAWK100 T8,2016,625000,Diesel,Individual,18.49
3999,Fiat,Grande Punto Active (Diesel),2012,170000,Diesel,Individual,20.3
4000,Tata,Zest Revotron 1.2T XMS,2018,459999,Petrol,Individual,17.57
4001,Fiat,Avventura MULTIJET Emotion,2015,450000,Diesel,Individual,20.5
4002,Maruti,Swift Dzire AMT VXI,2019,650000,Petrol,Individual,21.21
4003,Hyundai,i20 Active 1.2 S,2017,600000,Petrol,Individual,17.19
4004,Maruti,Alto 800 CNG LXI,2013,178000,Other,Individual,30.46
4005,Maruti,Alto 800 LXI,2016,300000,Petrol,Individual,22.74
4006,Maruti,Alto LXi,2009,150000,Petrol,Individual,19.7
4007,Hyundai,Elite i20 Petrol Magna Exective,2019,590000,Petrol,Individual,18.6
4008,Hyundai,EON Era Plus,2016,310000,Petrol,Individual,21.1
4009,Tata,Zest Revotron 1.2T XMS,2017,400000,Petrol,Individual,17.57
4010,Mahindra,Scorpio LX,2014,520000,Diesel,Individual,12.05
4011,Ashok,Leyland Stile LE,2013,300000,Diesel,Individual,20.07
4012,Mahindra,XUV300 W8 Option BSIV,2019,1000000,Petrol,Individual,17.0
4013,Maruti,Wagon R VXI,2003,65000,Petrol,Individual,18.9
4014,Honda,Amaze VX i-DTEC,2015,509999,Diesel,Individual,25.8
4015,Maruti,Wagon R VXI BSIII,2012,221000,Petrol,Individual,18.9
4016,Volkswagen,Vento 1.6 Highline,2014,390000,Petrol,Individual,15.04
4017,Maruti,Gypsy King Soft Top MPI BSIV,2002,350000,Petrol,Individual,11.96
4018,Maruti,Alto LXi,2009,195000,Petrol,Individual,19.7
4019,Audi,Q7 3.0 TDI Quattro,2010,1750000,Diesel,Individual,12.07
4020,Mahindra,Scorpio VLX 2WD AIRBAG BSIII,2013,600000,Diesel,Individual,12.05
4021,Hyundai,i20 Sportz Option 1.4 CRDi,2015,615000,Diesel,Individual,22.54
4022,Hyundai,i20 Magna 1.4 CRDi (Diesel),2013,350000,Diesel,Individual,21.9
4023,Chevrolet,Beat Diesel LS,2012,140000,Diesel,Individual,25.44
4024,Hyundai,i20 1.4 Sportz,2017,650000,Diesel,Individual,22.54
4025,Hyundai,Creta 1.6 CRDi SX Plus,2016,1100000,Diesel,Individual,19.67
4026,Hyundai,i20 1.4 CRDi Sportz,2010,285000,Diesel,Individual,23.0
4027,Chevrolet,Spark 1.0 LT,2011,190000,Petrol,Individual,18.0
4028,Nissan,Sunny XL,2012,350000,Petrol,Individual,16.95
4029,Hyundai,Grand i10 Asta,2014,400000,Petrol,Individual,18.9
4030,Toyota,Innova Crysta 2.7 ZX AT BSIV,2016,2100000,Petrol,Individual,10.75
4031,Hyundai,i20 Sportz 1.2,2015,434999,Petrol,Individual,18.6
4032,Maruti,Swift Dzire VXI,2014,450000,Petrol,Individual,19.1
4033,Daewoo,Matiz SD,2001,45000,Petrol,Individual,18.5
4034,Hyundai,i20 Asta 1.2,2015,450000,Petrol,Individual,18.6
4035,Maruti,Swift VDI Optional,2017,580000,Diesel,Individual,25.2
4036,Hyundai,Creta 1.6 CRDi SX,2016,900000,Diesel,Individual,19.67
4037,Maruti,Ertiga SHVS ZDI,2016,750000,Diesel,Individual,24.52
4038,Tata,Indigo CS LS (TDI) BS III,2009,140000,Diesel,Individual,19.09
4039,Hyundai,Grand i10 1.2 Kappa Sportz BSIV,2017,525000,Petrol,Individual,18.9
4040,Tata,Indigo CS LS (TDI) BS III,2009,114999,Diesel,Individual,19.09
4041,Tata,Tiago 1.2 Revotron XZ,2016,399000,Petrol,Individual,23.84
4043,Tata,Indica V2 Turbomax DLS BS IV,2012,275000,Diesel,Individual,19.0
4044,Hyundai,i20 1.4 CRDi Magna,2011,340000,Diesel,Individual,21.9
4045,Hyundai,EON LPG Era Plus,2012,222000,Other,Individual,21.1
4046,Mahindra,Ssangyong Rexton RX7,2013,850000,Diesel,Individual,11.18
4047,Tata,Indica V2 DLS,2007,70000,Diesel,Individual,17.2
4048,Tata,Tiago 1.2 Revotron XT,2017,430000,Petrol,Individual,23.84
4049,Tata,Tiago 1.2 Revotron XT,2017,430000,Petrol,Individual,23.84
4050,Maruti,Wagon R VXI BS IV,2014,320000,Petrol,Individual,20.51
4052,Renault,Fluence Diesel E4,2012,500000,Diesel,Individual,21.8
4053,Renault,Duster 110PS Diesel RxL,2012,500000,Diesel,Individual,19.01
4054,Tata,Indica Vista Aura Plus 1.3 Quadrajet BS IV,2010,229999,Diesel,Individual,18.4
4055,Mahindra,Scorpio VLS AT 2.2 mHAWK,2009,600000,Diesel,Individual,11.79
4057,Renault,Pulse RxL Optional,2017,500000,Diesel,Individual,23.08
4058,Mahindra,Bolero SLX 2WD,2010,315000,Diesel,Individual,13.6
4059,Maruti,Wagon R VXI Minor,2011,265000,Petrol,Individual,18.9
4060,Ford,Figo 1.5D Base MT,2015,350000,Diesel,Individual,25.83
4061,Tata,Indigo CR4,2012,200000,Diesel,Individual,23.57
4062,Tata,Indica V2 DLE BSIII,2011,114999,Diesel,Individual,17.88
4063,Hyundai,i20 Magna 1.2,2014,425000,Petrol,Individual,18.6
4064,Ford,EcoSport 1.5 Diesel Trend BSIV,2019,900000,Diesel,Individual,23.0
4065,Mahindra,Scorpio 2009-2014 SLE 7S BSIV,2014,550000,Diesel,Individual,12.05
4066,Honda,WR-V i-DTEC VX,2018,900000,Diesel,Individual,25.5
4067,Hyundai,i10 Era,2011,165000,Petrol,Individual,19.81
4068,Hyundai,Verna 1.6 CRDI AT SX Option,2016,850000,Diesel,Individual,19.08
4069,Hyundai,Verna 1.6 CRDi S Option,2016,850000,Diesel,Individual,23.9
4070,Mahindra,Thar CRDe AC,2014,550000,Diesel,Individual,16.55
4071,Maruti,Swift Dzire Vdi BSIV,2011,500000,Diesel,Individual,19.3
4072,Maruti,Swift Dzire VXI 1.2,2018,630000,Petrol,Individual,21.21
4073,Hyundai,i10 Era,2011,160000,Petrol,Individual,19.81
4074,Honda,City i DTEC VX,2015,670000,Diesel,Individual,25.1
4075,Maruti,Swift ZDi,2014,430000,Diesel,Individual,22.9
4076,Hyundai,Xcent 1.2 Kappa Base,2015,375000,Petrol,Individual,19.1
4077,Hyundai,i20 Asta Option 1.2,2016,650000,Petrol,Individual,18.6
4078,Maruti,Swift Dzire LDI,2016,500000,Diesel,Individual,26.59
4079,Maruti,Swift Dzire LDI,2016,500000,Diesel,Individual,26.59
4080,Mahindra,XUV500 W10 2WD,2017,1350000,Diesel,Individual,16.0
4081,Volkswagen,Ameo 1.5 TDI Comfortline,2018,600000,Diesel,Individual,21.66
4082,Hyundai,Creta 1.6 CRDi SX Plus,2017,1200000,Diesel,Individual,19.67
4083,BMW,X6 xDrive30d,2013,3750000,Diesel,Dealer,11.2
4084,Maruti,Swift Dzire ZXI Plus,2018,795000,Petrol,Dealer,21.21
4085,Honda,Jazz 1.2 V i VTEC,2016,625000,Petrol,Dealer,18.7
4086,Mercedes-Benz,E-Class E250 CDI Avantgarde,2016,2900000,Diesel,Dealer,13.0
4087,Maruti,Ignis 1.3 AMT Zeta,2017,625000,Diesel,Individual,26.8
4088,Chevrolet,Cruze LTZ AT,2011,440000,Diesel,Individual,18.1
4089,Toyota,Corolla Altis 1.8 G,2018,1400000,Petrol,Dealer,14.28
4090,Toyota,Corolla Altis 1.8 VL AT,2017,1450000,Petrol,Dealer,14.53
4091,Mercedes-Benz,GLA Class 200 CDI SPORT,2017,2700000,Diesel,Dealer,17.9
4092,Hyundai,Grand i10 Sportz,2017,550000,Petrol,Dealer,18.9
4093,Toyota,Innova Crysta 2.8 GX AT 8S BSIV,2019,1925000,Diesel,Dealer,11.36
4094,Mahindra,XUV500 W10 2WD,2015,1225000,Diesel,Dealer,16.0
4095,Honda,WR-V i-VTEC S,2017,700000,Petrol,Individual,17.5
4096,Maruti,Swift Dzire VDI,2013,530000,Diesel,Individual,23.4
4097,Kia,Seltos HTX Plus AT D,2020,1900000,Diesel,Dealer,17.8
4098,Maruti,Ciaz RS ZDi Plus SHVS,2017,844999,Diesel,Dealer,28.09
4099,Skoda,Rapid 1.5 TDI AT Style Plus,2016,650000,Diesel,Dealer,21.66
4100,Maruti,Swift ZXI 2018,2018,750000,Petrol,Dealer,22.0
4101,BMW,6 Series GT 630d Luxury Line,2018,6000000,Diesel,Dealer,17.09
4102,Honda,Jazz 1.2 SV i VTEC,2015,610000,Petrol,Dealer,18.7
4103,Chevrolet,Beat LT,2010,150000,Petrol,Individual,18.6
4104,Maruti,Swift Dzire VXI,2014,475000,Petrol,Individual,19.1
4105,Mahindra,Scorpio SLX 4WD,2008,375000,Diesel,Individual,12.7
4106,Mahindra,KUV 100 mFALCON D75 K6 Plus,2016,425000,Diesel,Individual,25.32
4107,Honda,City i DTEC VX,2015,800000,Diesel,Individual,25.1
4108,Maruti,800 DX,1996,40000,Petrol,Individual,16.1
4109,Maruti,Wagon R AMT VXI Option,2018,509999,Petrol,Individual,20.51
4110,Toyota,Etios Liva VD,2015,387000,Diesel,Individual,23.59
4111,Maruti,Alto 800 VXI,2014,235000,Petrol,Individual,22.74
4112,Tata,Sumo SE Plus BSII,2000,95000,Diesel,Individual,12.2
4113,Maruti,Swift Vdi BSIII,2010,340000,Diesel,Individual,17.8
4114,Mahindra,XUV500 W6 2WD,2016,1000000,Diesel,Individual,16.0
4115,Ford,Ikon 1.4 TDCi DuraTorq,2009,160000,Diesel,Individual,13.8
4116,Mahindra,Scorpio SLX 4WD LE,2008,365000,Diesel,Individual,12.7
4117,Skoda,Fabia 1.2L Diesel Elegance,2011,300000,Diesel,Individual,20.86
4118,Maruti,Swift Vdi BSIII,2008,260000,Diesel,Individual,17.8
4119,Honda,Jazz V CVT,2018,860000,Petrol,Individual,18.2
4120,Hyundai,Verna 1.6 Xi ABS,2008,114999,Petrol,Individual,13.9
4121,Maruti,Alto LXi,2007,100000,Petrol,Individual,19.7
4122,Volkswagen,Vento 1.5 TDI Highline,2014,565000,Diesel,Individual,20.34
4123,Mahindra,Xylo E4 BS III,2013,450000,Diesel,Individual,11.68
4124,Maruti,Baleno Zeta 1.2,2017,625000,Petrol,Individual,21.4
4125,Maruti,Alto 800 VXI,2016,280000,Petrol,Individual,22.74
4126,Maruti,Alto K10 VXI,2017,330000,Petrol,Individual,23.95
4127,Hyundai,Creta 1.6 CRDi Anniversary Edition,2015,1300000,Diesel,Individual,19.67
4128,Tata,Indica V2 GLX BSIII,2008,65000,Petrol,Individual,15.3
4129,Tata,Tiago 1.2 Revotron XZ,2018,480000,Petrol,Individual,23.84
4130,Tata,Tiago 1.05 Revotorq XZ,2016,400000,Diesel,Individual,27.28
4131,Tata,New Safari DICOR 2.2 GX 4x2,2009,500000,Diesel,Individual,13.93
4132,Mahindra,Xylo E4 ABS BS IV,2012,320000,Diesel,Individual,11.68
4133,Mahindra,XUV500 W8 2WD,2014,750000,Diesel,Individual,15.1
4134,Mahindra,Bolero Power Plus SLE,2017,620000,Diesel,Individual,16.5
4135,Maruti,Swift Dzire ZDi,2011,300000,Diesel,Individual,19.3
4136,Hyundai,Creta 1.6 SX Option Executive,2018,1405000,Petrol,Individual,15.8
4137,Maruti,Alto 800 LX,2017,282000,Petrol,Individual,24.7
4138,Maruti,Swift Dzire AMT VXI,2017,700000,Petrol,Individual,21.21
4139,Ford,Figo Aspire 1.5 TDCi Titanium,2017,700000,Diesel,Individual,25.83
4140,Ford,EcoSport 1.5 TDCi Titanium BSIV,2015,600000,Diesel,Individual,22.77
4141,Skoda,Rapid 1.6 TDI Ambition,2012,290000,Diesel,Individual,20.5
4142,Chevrolet,Cruze LTZ AT,2011,430000,Diesel,Individual,18.1
4143,Hyundai,i20 1.2 Magna Executive,2017,575000,Petrol,Individual,18.6
4144,Hyundai,Creta 1.6 VTVT E Plus,2017,875000,Petrol,Individual,15.29
4145,Maruti,Wagon R LXI BSIII,2010,180000,Petrol,Individual,18.9
4146,Maruti,Ritz VDi,2012,229999,Diesel,Individual,23.2
4147,Toyota,Glanza G CVT,2019,800000,Petrol,Individual,19.56
